1	4143327	4143442	zma-MIR_N42a	.	-	1	81894502	82555900	block1	77751061
1	4143327	4143442	zma-MIR_N42a	.	-	1	82101538	82831156	block2	77958097
1	4143327	4143442	zma-MIR_N42a	.	-	1	84333107	85071731	block3	80189666
1	4143327	4143442	zma-MIR_N42a	.	-	1	90294606	90967952	block4	86151165
1	4143327	4143442	zma-MIR_N42a	.	-	1	187062728	189264278	block5	182919287
1	7976717	7976833	zma-MIR171e	.	+	1	81894502	82555900	block1	73917670
1	7976717	7976833	zma-MIR171e	.	+	1	82101538	82831156	block2	74124706
1	7976717	7976833	zma-MIR171e	.	+	1	84333107	85071731	block3	76356275
1	7976717	7976833	zma-MIR171e	.	+	1	90294606	90967952	block4	82317774
1	7976717	7976833	zma-MIR171e	.	+	1	187062728	189264278	block5	179085896
1	12791783	12791923	zma-MIR167j	.	+	1	81894502	82555900	block1	69102580
1	12791783	12791923	zma-MIR167j	.	+	1	82101538	82831156	block2	69309616
1	12791783	12791923	zma-MIR167j	.	+	1	84333107	85071731	block3	71541185
1	12791783	12791923	zma-MIR167j	.	+	1	90294606	90967952	block4	77502684
1	12791783	12791923	zma-MIR167j	.	+	1	187062728	189264278	block5	174270806
1	13782613	13782780	zma-MIR166g	.	+	1	81894502	82555900	block1	68111723
1	13782613	13782780	zma-MIR166g	.	+	1	82101538	82831156	block2	68318759
1	13782613	13782780	zma-MIR166g	.	+	1	84333107	85071731	block3	70550328
1	13782613	13782780	zma-MIR166g	.	+	1	90294606	90967952	block4	76511827
1	13782613	13782780	zma-MIR166g	.	+	1	187062728	189264278	block5	173279949
1	23570894	23570997	zma-MIR_N43a	.	+	1	81894502	82555900	block1	58323506
1	23570894	23570997	zma-MIR_N43a	.	+	1	82101538	82831156	block2	58530542
1	23570894	23570997	zma-MIR_N43a	.	+	1	84333107	85071731	block3	60762111
1	23570894	23570997	zma-MIR_N43a	.	+	1	90294606	90967952	block4	66723610
1	23570894	23570997	zma-MIR_N43a	.	+	1	187062728	189264278	block5	163491732
1	25314377	25314567	zma-MIR_N44a	.	+	1	81894502	82555900	block1	56579936
1	25314377	25314567	zma-MIR_N44a	.	+	1	82101538	82831156	block2	56786972
1	25314377	25314567	zma-MIR_N44a	.	+	1	84333107	85071731	block3	59018541
1	25314377	25314567	zma-MIR_N44a	.	+	1	90294606	90967952	block4	64980040
1	25314377	25314567	zma-MIR_N44a	.	+	1	187062728	189264278	block5	161748162
1	41595017	41595257	zma-MIR_N45a	.	+	1	81894502	82555900	block1	40299246
1	41595017	41595257	zma-MIR_N45a	.	+	1	82101538	82831156	block2	40506282
1	41595017	41595257	zma-MIR_N45a	.	+	1	84333107	85071731	block3	42737851
1	41595017	41595257	zma-MIR_N45a	.	+	1	90294606	90967952	block4	48699350
1	41595017	41595257	zma-MIR_N45a	.	+	1	187062728	189264278	block5	145467472
1	47137780	47137928	zma-MIR164e	.	+	1	81894502	82555900	block1	34756575
1	47137780	47137928	zma-MIR164e	.	+	1	82101538	82831156	block2	34963611
1	47137780	47137928	zma-MIR164e	.	+	1	84333107	85071731	block3	37195180
1	47137780	47137928	zma-MIR164e	.	+	1	90294606	90967952	block4	43156679
1	47137780	47137928	zma-MIR164e	.	+	1	187062728	189264278	block5	139924801
1	63981221	63981345	zma-MIR_N46a	.	-	1	81894502	82555900	block1	17913158
1	63981221	63981345	zma-MIR_N46a	.	-	1	82101538	82831156	block2	18120194
1	63981221	63981345	zma-MIR_N46a	.	-	1	84333107	85071731	block3	20351763
1	63981221	63981345	zma-MIR_N46a	.	-	1	90294606	90967952	block4	26313262
1	63981221	63981345	zma-MIR_N46a	.	-	1	187062728	189264278	block5	123081384
1	75696046	75696145	zma-MIR_N47a	.	-	1	81894502	82555900	block1	6198358
1	75696046	75696145	zma-MIR_N47a	.	-	1	82101538	82831156	block2	6405394
1	75696046	75696145	zma-MIR_N47a	.	-	1	84333107	85071731	block3	8636963
1	75696046	75696145	zma-MIR_N47a	.	-	1	90294606	90967952	block4	14598462
1	75696046	75696145	zma-MIR_N47a	.	-	1	187062728	189264278	block5	111366584
