1	4143327	4143442	zma-MIR_N42a	.	-	1	3371329	4135619	block604	7709
1	4143327	4143442	zma-MIR_N42a	.	-	1	3573592	3971850	block1	171478
1	4143327	4143442	zma-MIR_N42a	.	-	1	4347505	4535255	block603	204064
1	4143327	4143442	zma-MIR_N42a	.	-	1	4891941	5886519	block602	748500
1	4143327	4143442	zma-MIR_N42a	.	-	1	4909805	5423669	block3	766364
1	7976717	7976833	zma-MIR171e	.	+	1	7356476	8163959	block597	0
1	7976717	7976833	zma-MIR171e	.	+	1	8303121	8775855	block598	326289
1	7976717	7976833	zma-MIR171e	.	+	1	6830189	7183019	block596	793699
1	7976717	7976833	zma-MIR171e	.	+	1	4891941	5886519	block602	2090199
1	7976717	7976833	zma-MIR171e	.	+	1	4909805	5423669	block3	2553049
1	12791783	12791923	zma-MIR167j	.	+	1	12073368	12542004	block601	249780
1	12791783	12791923	zma-MIR167j	.	+	1	11493442	11717433	block600	1074351
1	12791783	12791923	zma-MIR167j	.	+	1	10755803	11164919	block599	1626865
1	12791783	12791923	zma-MIR167j	.	+	1	14606634	16976701	block594	1814712
1	12791783	12791923	zma-MIR167j	.	+	1	15060509	15402767	block6	2268587
1	13782613	13782780	zma-MIR166g	.	+	1	14606634	16976701	block594	823855
1	13782613	13782780	zma-MIR166g	.	+	1	12073368	12542004	block601	1240610
1	13782613	13782780	zma-MIR166g	.	+	1	15060509	15402767	block6	1277730
1	13782613	13782780	zma-MIR166g	.	+	1	11493442	11717433	block600	2065181
1	13782613	13782780	zma-MIR166g	.	+	1	10755803	11164919	block599	2617695
1	23570894	23570997	zma-MIR_N43a	.	+	1	23004701	23363592	block589	207303
1	23570894	23570997	zma-MIR_N43a	.	+	1	24296664	25716968	block590	725668
1	23570894	23570997	zma-MIR_N43a	.	+	1	21762666	22057416	block588	1513479
1	23570894	23570997	zma-MIR_N43a	.	+	1	25739135	26045497	block587	2168139
1	23570894	23570997	zma-MIR_N43a	.	+	1	26518072	26899602	block586	2947076
1	25314377	25314567	zma-MIR_N44a	.	+	1	24296664	25716968	block590	0
1	25314377	25314567	zma-MIR_N44a	.	+	1	25739135	26045497	block587	424569
1	25314377	25314567	zma-MIR_N44a	.	+	1	26518072	26899602	block586	1203506
1	25314377	25314567	zma-MIR_N44a	.	+	1	23004701	23363592	block589	1950786
1	25314377	25314567	zma-MIR_N44a	.	+	1	28394304	28404266	block585	3079738
1	25314377	25314567	zma-MIR_N44a	.	+	1	28394304	28733871	block584	3079738
1	41595017	41595257	zma-MIR_N45a	.	+	1	39752889	42054338	block576	0
1	41595017	41595257	zma-MIR_N45a	.	+	1	40092410	42054338	block575	0
1	41595017	41595257	zma-MIR_N45a	.	+	1	42392374	43446659	block572	797118
1	41595017	41595257	zma-MIR_N45a	.	+	1	39214417	39416908	block577	2178110
1	41595017	41595257	zma-MIR_N45a	.	+	1	44009770	45112378	block571	2414514
1	47137780	47137928	zma-MIR164e	.	+	1	46374472	47403565	block568	0
1	47137780	47137928	zma-MIR164e	.	+	1	46498733	47153994	block90	0
1	47137780	47137928	zma-MIR164e	.	+	1	46379816	47131445	block292	6336
1	47137780	47137928	zma-MIR164e	.	+	1	47593784	49092710	block567	455857
1	47137780	47137928	zma-MIR164e	.	+	1	45286686	46010520	block569	1127261
1	47137780	47137928	zma-MIR164e	.	+	1	45509205	46010520	block570	1127261
1	63981221	63981345	zma-MIR_N46a	.	-	1	64685504	65586314	block75	704160
1	63981221	63981345	zma-MIR_N46a	.	-	1	64841861	65618755	block556	860517
1	63981221	63981345	zma-MIR_N46a	.	-	1	61566371	62515794	block557	1465428
1	63981221	63981345	zma-MIR_N46a	.	-	1	66242873	66594673	block549	2261529
1	63981221	63981345	zma-MIR_N46a	.	-	1	60874661	61233075	block559	2748147
1	63981221	63981345	zma-MIR_N46a	.	-	1	60932408	61233075	block558	2748147
1	75696046	75696145	zma-MIR_N47a	.	-	1	75904497	76589606	block551	208353
1	75696046	75696145	zma-MIR_N47a	.	-	1	77170376	78240905	block552	1474232
1	75696046	75696145	zma-MIR_N47a	.	-	1	67961720	69752499	block550	5943548
1	75696046	75696145	zma-MIR_N47a	.	-	1	84665009	85782473	block553	8968865
1	75696046	75696145	zma-MIR_N47a	.	-	1	66242873	66594673	block549	9101374
1	102722309	102722485	zma-MIR_N48a	.	+	1	100631136	102221905	block545	500405
1	102722309	102722485	zma-MIR_N48a	.	+	1	97704588	100387952	block546	2334358
1	102722309	102722485	zma-MIR_N48a	.	+	1	95220245	97326540	block607	5395770
1	102722309	102722485	zma-MIR_N48a	.	+	1	95642380	97097566	block608	5624744
1	102722309	102722485	zma-MIR_N48a	.	+	1	92897377	94349655	block547	8372655
1	117095821	117095953	zma-MIR_N13c	.	+	1	119841732	123277143	block582	2745780
1	117095821	117095953	zma-MIR_N13c	.	+	1	100631136	102221905	block545	14873917
1	117095821	117095953	zma-MIR_N13c	.	+	1	97704588	100387952	block546	16707870
1	117095821	117095953	zma-MIR_N13c	.	+	1	136727726	136742050	block312	19631774
1	117095821	117095953	zma-MIR_N13c	.	+	1	95220245	97326540	block607	19769282
1	126665702	126665886	zma-MIR_N49a	.	-	1	119841732	123277143	block582	3388560
1	126665702	126665886	zma-MIR_N49a	.	-	1	136727726	136742050	block312	10061841
