1	102722309	102722485	.	.	+
1	117095821	117095953	.	.	+
1	126665702	126665886	.	.	-
1	12791783	12791923	.	.	+
1	133017949	133018059	.	.	+
1	13782613	13782780	.	.	+
1	164971775	164972073	.	.	+
1	180011505	180011638	.	.	-
1	183203563	183203700	.	.	-
1	190239139	190239249	.	.	-
1	199074233	199074352	.	.	+
1	220123752	220123867	.	.	-
1	220123753	220123866	.	.	+
1	220514790	220514905	.	.	-
1	223366066	223366365	.	.	-
1	223366072	223366360	.	.	+
1	226759239	226759392	.	.	-
1	226854045	226854196	.	.	-
1	229620533	229620690	.	.	-
1	23570894	23570997	.	.	+
1	236120200	236120339	.	.	+
1	237842622	237842798	.	.	-
1	237842641	237842797	.	.	+
1	237845322	237845446	.	.	+
1	237845499	237845747	.	.	+
1	243210368	243210489	.	.	-
1	244940000	244940132	.	.	+
1	249547352	249547472	.	.	+
1	25314377	25314567	.	.	+
1	263440097	263440230	.	.	+
1	267235362	267235498	.	.	+
1	273081714	273081832	.	.	-
1	274817468	274817610	.	.	+
1	278093497	278093593	.	.	+
1	279585895	279586022	.	.	-
1	285664526	285664724	.	.	-
1	288700632	288700773	.	.	-
1	289638589	289638701	.	.	+
1	298107380	298107590	.	.	+
1	302661735	302661992	.	.	-
1	303772009	303772126	.	.	+
1	303789461	303789560	.	.	+
1	305250983	305251229	.	.	-
1	305280420	305280664	.	.	+
1	4143327	4143442	.	.	-
1	41595017	41595257	.	.	+
1	47137780	47137928	.	.	+
1	63981221	63981345	.	.	-
1	75696046	75696145	.	.	-
1	7976717	7976833	.	.	+
10	106806016	106806235	.	.	-
10	118740280	118740399	.	.	-
10	118790438	118790645	.	.	-
10	118790595	118790712	.	.	-
10	118813624	118813732	.	.	-
10	118813837	118813962	.	.	-
10	129642869	129643013	.	.	-
10	135044926	135045148	.	.	-
10	138536839	138536939	.	.	-
10	143745123	143745232	.	.	-
10	145465894	145466164	.	.	+
10	145465911	145465976	.	.	+
10	145466084	145466309	.	.	+
10	148727697	148727964	.	.	+
10	149277469	149277651	.	.	-
10	149277471	149277649	.	.	+
10	149451794	149451924	.	.	-
10	15279360	15279472	.	.	+
10	15564172	15564276	.	.	+
10	24622682	24622902	.	.	+
10	24628132	24628258	.	.	+
10	2751854	2752004	.	.	+
10	37093471	37093708	.	.	+
10	4679500	4679788	.	.	-
10	53775196	53775315	.	.	+
10	59006552	59006679	.	.	+
10	60227109	60227254	.	.	-
10	60227125	60227239	.	.	+
10	60808576	60808723	.	.	-
10	70573568	70573788	.	.	+
10	71789939	71790049	.	.	-
10	78600282	78600579	.	.	-
10	83684805	83685057	.	.	-
10	83684807	83685055	.	.	+
10	86602076	86602293	.	.	+
10	93020181	93020400	.	.	+
10	96652718	96652893	.	.	-
2	104461952	104462176	.	.	+
2	111713754	111713986	.	.	-
2	111713776	111713968	.	.	+
2	11553341	11553470	.	.	+
2	121349754	121349944	.	.	+
2	121349763	121349904	.	.	-
2	130269860	130269974	.	.	+
2	132233843	132234057	.	.	-
2	141864295	141864420	.	.	+
2	142398298	142398417	.	.	-
2	152869331	152869510	.	.	-
2	158761267	158761408	.	.	+
2	163743815	163743954	.	.	-
2	16763311	16763428	.	.	-
2	16789325	16789445	.	.	-
2	174319882	174320052	.	.	+
2	174363167	174363285	.	.	-
2	174760431	174760539	.	.	+
2	176907695	176907809	.	.	+
2	18027101	18027224	.	.	-
2	185613976	185614167	.	.	-
2	188256643	188256798	.	.	+
2	190347395	190347516	.	.	+
2	192385197	192385340	.	.	+
2	192385210	192385326	.	.	-
2	1951562	1951804	.	.	-
2	198435911	198436059	.	.	+
2	211183948	211184116	.	.	+
2	219978116	219978237	.	.	-
2	220575213	220575317	.	.	+
2	223401157	223401308	.	.	-
2	231204074	231204211	.	.	+
2	2347248	2347374	.	.	+
2	237900405	237900518	.	.	+
2	237900818	237900967	.	.	-
2	238612185	238612302	.	.	-
2	241093417	241093549	.	.	-
2	2696576	2696685	.	.	+
2	32718058	32718252	.	.	-
2	32967259	32967376	.	.	-
2	33005027	33005183	.	.	+
2	47681475	47681624	.	.	-
2	51409119	51409379	.	.	+
2	59370884	59371135	.	.	+
2	59486219	59486518	.	.	-
2	59486243	59486492	.	.	+
2	6276136	6276329	.	.	-
2	6276814	6276987	.	.	-
2	6276947	6277016	.	.	-
2	6277091	6277191	.	.	-
2	6286411	6286495	.	.	-
2	6286455	6286628	.	.	-
2	6286588	6286657	.	.	-
2	6287229	6287313	.	.	-
2	6287273	6287446	.	.	-
2	6288045	6288188	.	.	-
2	64344194	64344360	.	.	-
2	67281152	67281286	.	.	+
2	70460061	70460180	.	.	+
2	738727	738847	.	.	+
2	79796886	79797007	.	.	-
2	79796889	79797006	.	.	+
2	9079605	9079766	.	.	+
2	92156503	92156639	.	.	+
3	102365443	102365598	.	.	+
3	119392620	119392813	.	.	+
3	119394587	119394825	.	.	+
3	123760327	123760445	.	.	-
3	145119699	145119833	.	.	-
3	145801597	145801762	.	.	+
3	156061976	156062239	.	.	-
3	170520715	170520863	.	.	-
3	174892282	174892472	.	.	-
3	177339139	177339365	.	.	-
3	17997181	17997319	.	.	+
3	182293222	182293341	.	.	-
3	190102398	190102535	.	.	-
3	192096065	192096187	.	.	+
3	195044722	195044834	.	.	+
3	197787832	197787948	.	.	-
3	2020763	2020975	.	.	-
3	203546513	203546632	.	.	-
3	2038971	2039201	.	.	+
3	213730622	213730830	.	.	-
3	213764799	213764985	.	.	-
3	213764828	213764984	.	.	+
3	215788709	215788926	.	.	+
3	220051976	220052177	.	.	+
3	233860433	233860700	.	.	+
3	233860499	233860636	.	.	-
3	233919741	233919896	.	.	+
3	25007818	25008065	.	.	-
3	287458	287566	.	.	-
3	31049517	31049651	.	.	-
3	37346668	37346839	.	.	+
3	39744774	39744884	.	.	-
3	41384359	41384504	.	.	+
3	54328488	54328645	.	.	-
3	58127892	58128093	.	.	-
3	58956122	58956281	.	.	+
3	62235974	62236132	.	.	-
3	6928278	6928401	.	.	-
3	6928343	6928623	.	.	-
3	6932772	6932920	.	.	-
3	83472352	83472468	.	.	-
